代號,名稱,市場別,產業別,市值,市值佔大盤比重,ETF_0050_權重,ETF_0056_權重,ETF_00878_權重,ETF_00919_權重,主要業務,TSMC概念,nVidia概念,Broadcom概念,Google概念,Amazon概念,Meta概念,OpenAI概念,Microsoft概念,AMD概念,Apple概念,Oracle概念,Micron概念,SanDisk概念,Qualcomm概念,Lenovo概念,Dell概念,HPQ概念,HPE概念,Intel概念,ARM概念,相關集團,download_timestamp,process_timestamp
7734,印能科技,上櫃,半導體業,"1,087.8億",,,,,,氣動與熱能製程自動化系統解決方案,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2026-05-06 10:38:08,2026-05-06 10:38:08
7736,虎山,上市,汽車工業,55.86億,,,,,,車門把手、車用鏡頭/雷達及相關零配件之開發生產及銷售,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2026-05-06 10:38:08,2026-05-06 10:38:08
7728,光焱科技,上櫃,其他電子業,106.95億,,,,,,模擬光源半導體光電轉換測試晶圓級光電檢測,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2026-05-06 10:38:08,2026-05-06 10:38:08
7732,金興精密,上市,汽車工業,23.19億,,,,,,研發、生產及銷售車用散熱系統之風扇、馬達及鼓風機,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2026-05-06 10:38:08,2026-05-06 10:38:08
7769,鴻勁,上市,半導體業,1.03兆,,0.36,,,,IC測試分選機及其相關設備整合性解決方案,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2026-05-06 10:38:08,2026-05-06 10:38:08
2383,台光電,上市,電子零組件業,1.72兆,,1.56,,,,銅箔基板黏合片多層壓合板,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2026-05-06 10:38:08,2026-05-06 10:38:08
7709,榮田,上櫃,電機機械,31.4億,,,,,,立式車床立式車銑複合機,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2026-05-06 10:38:08,2026-05-06 10:38:08
7713,威力德生醫,上櫃,生技醫療業,30.52億,,,,,,檢驗試劑資訊服務收入,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2026-05-06 10:38:08,2026-05-06 10:38:08
3260,威剛,上櫃,半導體業,"1,503.31億",,,,,,電子零組件製造業電子材料批發業製造輸出業,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2026-05-06 10:38:08,2026-05-06 10:38:08
4114,健喬,上櫃,生技醫療業,157.9億,,,,,,各種藥品醫療器材製造販賣業務各種化妝品動物藥品製造販賣業務各種化學食品添加物及飲料製造販賣業務,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2026-05-06 10:38:08,2026-05-06 10:38:08
3467,台灣精材,上櫃,半導體業,19.88億,,,,,,半導體設備耗材,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2026-05-06 10:38:08,2026-05-06 10:38:08
7737,凱鈿,興櫃,數位雲端,13.43億,,,,,,程式設計與軟體開發商業分析及一般廣告服務,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2026-05-06 10:38:08,2026-05-06 10:38:08
6597,立誠,上櫃,電子零組件業,23.52億,,,,,,陶瓷電路板,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2026-05-06 10:38:08,2026-05-06 10:38:08
6850,光鼎生技,興櫃,生技醫療業,11.75億,,,,,,毛細管電泳儀及其相關耗材及核酸檢測試劑之研發、生產與銷售,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2026-05-06 10:38:08,2026-05-06 10:38:08
6902,GOGOLOOK,上市,數位雲端,37.12億,,,,,,AI 信任雲服務,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2026-05-06 10:38:08,2026-05-06 10:38:08
6918,愛派司,上市,生技醫療業,25.41億,,,,,,骨科創傷及矯正醫材代理骨科醫材,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2026-05-06 10:38:08,2026-05-06 10:38:08
6925,意藍,上櫃,數位雲端,13.22億,,,,,,雲端資料分析服務平台搜尋引擎軟體,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2026-05-06 10:38:08,2026-05-06 10:38:08
7749,意騰-KY,上市,半導體業,239.4億,,,,,,AI聲學處理,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2026-05-06 10:38:08,2026-05-06 10:38:08
2449,京元電子,上市,半導體業,"4,016.72億",,0.39,3.23,2.91,,各種積體電路之設計.製造.測試.配件.加工.包裝.買賣業務各種奔應機及其零配件之製造.加工.買賣業務前各項產品之進出口貿易業務,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2026-05-06 10:38:08,2026-05-06 10:38:08
2345,智邦,上市,通信網路業,1.39兆,,1.36,,,,"1.CC01060 2.CC01070 3.F401010 4.研發開發製造銷售:電腦網路系統,用戶端通訊電子設備,光電通訊設備,特定功能之積體電路,不斷電系統電源供應器及其零組件,相關之進出口貿易業務",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2026-05-06 10:38:08,2026-05-06 10:38:08
6510,精測,上櫃,半導體業,"1,245.98億",,,,,,晶圓測試卡IC測試板技術服務與其他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2026-05-06 10:38:08,2026-05-06 10:38:08
3661,世芯-KY,上市,半導體業,"3,722.03億",,0.4,,,,"專業特殊應用積體電路(Application Specific IC, ASIC)系統單晶片(System-on-Chip; SoC)設計及製造生產",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2026-05-06 10:38:08,2026-05-06 10:38:08
2881,富邦金,上市,金融保險業,1.3兆,,0.85,,7.22,9.55,金融控股公司業,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2026-05-06 10:38:08,2026-05-06 10:38:08
2882,國泰金,上市,金融保險業,1.15兆,,0.81,,9.15,12.09,投資管理,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2026-05-06 10:38:08,2026-05-06 10:38:08
2891,中信金,上市,金融保險業,1.08兆,,1.06,4.14,8.7,11.89,投資金融相關事業經主管機關核准辦理之其他有關業務,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2026-05-06 10:38:08,2026-05-06 10:38:08
2884,玉山金,上市,金融保險業,"5,151.42億",,0.54,1.95,,,金融控股公司業,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2026-05-06 10:38:08,2026-05-06 10:38:08
3711,日月光投控,上市,半導體業,2.32兆,,1.9,5.65,5.72,,H201010 一般投資業,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2026-05-06 10:38:08,2026-05-06 10:38:08
2408,南亞科,上市,半導體業,"8,738.13億",,0.35,,,,電子零組件製造業國際貿易業其他顧問服務業,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2026-05-06 10:38:08,2026-05-06 10:38:08
2360,致茂,上市,其他電子業,"9,972.01億",,0.95,,,,精密電子量測儀器自動化量測系統,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2026-05-06 10:38:08,2026-05-06 10:38:08
3653,健策,上市,電子零組件業,"6,316.85億",,0.4,,,,各種機械及零件、精密模具之製造加工買賣各種精密沖件產品及精密塑膠崁入射出之製造與販賣金屬零件表面處理加工及機械加工自動車床及CNC車床加工,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2026-05-06 10:38:08,2026-05-06 10:38:08
3665,貿聯-KY,上市,其他電子業,"5,354.9億",,,,,,電腦週邊零組件之研發、生產及銷售汽車、醫療、通訊及太陽能設備相關接線組之研發、生產及銷售連接器、線材、光電子元件等產品之研發、生產及銷售,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2026-05-06 10:38:08,2026-05-06 10:38:08
0000,台灣加權指數,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2026-05-06 10:38:08,2026-05-06 10:38:08
2344,華邦電,上市,半導體業,"4,882.5億",,0.37,,,,1積體電路2半導體記憶零組件及其系統產品3電腦系統用、數位通訊用、及週邊設備用之半導體零組件及其系統產品4其他半導體零組件5電腦軟體程式設計及資料處理6兼營與業務相關之進出口貿易業務,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2026-05-06 10:38:08,2026-05-06 10:38:08
2337,旺宏,上市,半導體業,"3,407.85億",,,,,,積體電路、各種半導體零組件，及其系統應用產品之研究發展、設計、製造、測試、銷售及顧問諮詢,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2026-05-06 10:38:08,2026-05-06 10:38:08
